Text,Sentiment
"CVX i think there's a good point to enter one second trade as sell. Since has testing one broken support, now resistance.",negative sentiment
XCO 6.52 has technical support 6 min downside with nice upside and largest shareholder Wilbur oss NG prices down Caution if oss sells,positive sentiment
AAP are rumours news? #Idontthinkso we know there are not many sellers below 437,positive sentiment
"SII Sold 1/4 position at 2.09 today..wanted to lighten up on stocks going into the uncertainty this week, its still my largest holding",positive sentiment
AAP OK all the bears out of the pool!,positive sentiment
AW eod trade catch the shorts long here 2.18+,positive sentiment
AMN BY AY FCX ABX GOO and GDX GDXJ GDX GGGG GT are near lows with nice entry points on GD SV exposure some pay SDIV,positive sentiment
user: ZNGA 3 reports that NJ has signed the Online Gaming Bill...,positive sentiment
SVM has come down approx50% SV prices may swing Straddle options H SVC SI miners to gain exposure of the SV DSV to HDGE,positive sentiment
ZNGA Zynga closes Timonium video game studio in broader consolidation Feb 26 at 17:38 - Ticking up in the post = ong: ZNGA,positive sentiment
PZZA sold off big on high volume the close.Then they announce a restatement.Market rigged??NAHHH!,negative sentiment
"MON SI declining, downward trend, 98 support weakening, 8 & 20 DMA curling down. 96 is next.",negative sentiment
AVY Over 92.66,positive sentiment
EV over 40.72,positive sentiment
EXH Over 24.90,positive sentiment
STZ Over 45.00,positive sentiment
AAP don't be surprise if #apple go much lower #done and I mean much lower and done,negative sentiment
NFX  175.39 sell short,negative sentiment
AAP Apple Support Further Below by user Below,negative sentiment
NIS time to run higher. Breaked the descending line,positive sentiment
Trade Ideas TIF PSN O F-short,positive sentiment
APA perfected DeMark sequential 9 buy today..started a long yesterday.,positive sentiment
GMC watching 30 O flag,positive sentiment
HBAN Huntington Bank aunches Spartans Debit Card for Michigan State niversity Fans. ong if beats 6.92. Stop loss 6.86.,positive sentiment
Transports moving pretty strongly this morning JBHT KS NP AGT,positive sentiment
BAC Home SAles Out VEY GOOD !!!! :),positive sentiment
AAP I would prefer if it hit the bottom early then started the long climb up...,positive sentiment
AAP (65mins) Evening star reversal with potential downtrend resistance,negative sentiment
"overall market up, AAP going down.. GOOG is about to pop 800 again",positive sentiment
"Southern Comfort is tasty! OOPS, I mean SCCO and JJC",positive sentiment
"user iSwing I like AN, FS here.. different sectors but looking good",positive sentiment
NKD just delivered the knockout punch to the shorts still fighting this beast,positive sentiment
DDD let's see if we can break through 36.50 and hold today - former resistance level,positive sentiment
"AAP innovation is dead? What about the best selling computer, iPad mini, released on 10/23/2012. iWatch? iTV?",positive sentiment
bought some C today.,positive sentiment
"AAP has only historically released a significant new product every 2-3 yrs. iPod 11/10/01, iPhone 6/29/07, iPad 4/3/10, iPad mini 10/23/12",positive sentiment
CAT being a major thorn in my side today. Me being short that is.,negative sentiment
user: TJX stop loss in 43.91 after beating 44.27,positive sentiment
X nited States Steel Corp. option traders bet 670K on a 4.5% up move by May Expiration,positive sentiment
V is looking better for a swing trade long as it bases at highs,positive sentiment
CF 30 min O triggered earlier.,positive sentiment
"AAP in some 480 calls into Timmy Cooks investor meeting, for .42...",positive sentiment
PCN further bookings acceleration could drive multiple expansion going forward,positive sentiment
user znga wanna see the 10 day ema cross the 200 SMA for confirmation & entry for a trade,positive sentiment
Equity Alpha: QCOM long watch. New chips and Internet Everywhere appealing. B/O 65.70 Tgt 67.50,positive sentiment
watching CME today for possible breakout,positive sentiment
VBD may be about move back up,positive sentiment
"SPW First Solar Showing Signs of Fatigue. SunPower Yes, First Solar No.",positive sentiment
FIO reversal,positive sentiment
I like H here.,positive sentiment
TJX stop loss in 44.04 after beating 44.43,positive sentiment
AAP Massive volume there,positive sentiment
EA is breaking out.,positive sentiment
AAP this right here is why I hate stops,negative sentiment
TSO - I see this one mentioned on the Matrix a lot today. I see why. Nice flag and 20 ema bounce,positive sentiment
"user: New Jersey, Nevada egalize Online Gambling, Good News For Zynga ZNGA",positive sentiment
TXN from watch list back up to line on volume of 45% of full day average,positive sentiment
GEVO Gevo: An ndervalued Spec Play With arge Short Interest And Trading Below Cash Value,positive sentiment
"user: Somebody explain to me why, AAP has user on its board? Best snake oil salesman in the world went from 2M-500M 10 yrs",positive sentiment
user: CAPES on Bloomberg says permanent holder of AAP - What am I missing? they bought 10 and return 100% on div yr/yr,positive sentiment
user Bi-furcated market rules the day . . .my friend MS WMT TGT DT PP,negative sentiment
AAP has AWAYS ignored what Wall Street wanted. Nobody complained when the stock was going up.,positive sentiment
MPC Marathon Petroleum Option traders bet 2.4 million on a 21% up move by July for a 8 million dollar payday,positive sentiment
AAP sure likes 444,positive sentiment
AAP seems pressured to fill the gap in the 430-431 area,negative sentiment
user: TJX stop loss in 44.34 after beating 44.59,positive sentiment
ove the price action so far considering the tensions out there and volatility... GOOG and NKD strutting (long),positive sentiment
AEG 30 min O and 1 overlaid 20 ema cruising higher,positive sentiment
I want to sell my NKD so i am just chatting about it instead and reverse jinxing myself ...it just feels like 200 is in it,positive sentiment
HBAN Huntington Bank stop loss in 6.96 ater beating 7.03,positive sentiment
VZ not even flinching .... the new utility of choice!!!!!,positive sentiment
"While the world was waiting for Apple to remake the television industry, Netflix beat them to the punch. AAP NFX",positive sentiment
user: AAP will finish green as I predicted .... I agree,positive sentiment
SPW 60 min,positive sentiment
CEE - user out did himself overbought 60 now,positive sentiment
user: GOOG and AAP are really showing off... They both look like male peacocks here. AAP with 10X volume 2X market cap,positive sentiment
CEE 30 min O updated - nice trigger early on 11:15AM,positive sentiment
user: AAP Did I miss something? Is there an actual reason for this movement? downdraft,positive sentiment
"Waiting for the big rotation, when profit takers get out of Vapour~ware and back into AAP and it's DIV, high EPS and low P/E",positive sentiment
QCO picked up some for long term position,positive sentiment
user.. buy on a dip! is -35% dip enough? AAP,positive sentiment
"AAP Get ready, I see a big move coming off 440 Triple Bottom Here!",positive sentiment
FS - nice trading peeps. Take some off trail some. Hammer is fully formed now.,positive sentiment
AAP Gonzo!,positive sentiment
"AAP when the market hates ow P/E, High EPS, NO Debt and HGE profits.. something is wrong IMHO",positive sentiment
ANA Bought 8 mar calls on top of my long position,positive sentiment
JET sold +9.22%; taking profits here,positive sentiment
user: user BAC did u buy any? Yep Full position Now !,positive sentiment
"Pretty soon, it'll only take one share purchased on the offer of BK.A, PCN, or APP to move markets up 2%. #NoMoreVolume",positive sentiment
Wow INVN took a beating today...,negative sentiment
chear up AAP holics allot of bulls just got butchered at GOOG,positive sentiment
"GPN needs interests rates to rise before having any hope of making money. Earning the float is their business model, folks.",negative sentiment
Soon GPN will need to start offering Groupons for their stock.,negative sentiment
user: AAP Earnings hope - flushed out. GS conference hope - flushed out. Annual meeting hope - flushed out.= time to buy IMHO,positive sentiment
JCP Our CEO is tinkering with new idea at home about how to bring customer in. Be patient till you are wiped out.,negative sentiment
"user: SHD can operate with out a retail store. JCP cannot. Big difference Sears is even worse, they need a retail store even more",negative sentiment
"AAP interesting how ppl blame the c/o for heggies and Dark_pools do with stock prices, once public there is very little anybody can do",positive sentiment
"G full year 2012 revs +50%, EPS +72% vs 2011.",positive sentiment
IF DDD XONE SSYS PB and 3D printing are not the next big thing then someone tell me what it is?,positive sentiment
Great article on an AAP 10:1 Split that I have been pitching all year!,positive sentiment
owered my price target for GPN to -1,negative sentiment
AAP #4 is not used in S. Korea because it means DEATH. so 444 is kinda like 666 in korean,negative sentiment
Split adjusted ...Kansas City ailroad was 25 cents in 1984 and just 10 in 2009. Today an all-time high of 104. Short AAP GOOG hmmm!,positive sentiment
TIF looking good.Still need to break 67. 74 is next resistance level.,positive sentiment
all my positions did great today except AAP :o/,negative sentiment
NYSE A/D remains strong NYX NYA NYC SPX DJIA,positive sentiment
"Quietly grinding higher, tons of products JAH #JADEN Corp where they come from #WOW!",positive sentiment
looking for FCX to hold support above 30,positive sentiment
FOM A break above the neckline would give a measured move target of nearly 5.85.,positive sentiment
CZO had nice up move looking to into SQQQ TQQQ SPX SPXS SPX SDOW PO to straddle options or swing trade OI prices up GAS up,positive sentiment
"JCP J. C. Penney tgt to 22 from 25 at Citigroup, tgt to 15 from 18 at JPMorgan following earnings - Short JCP",negative sentiment
"user: Anyone like V? ooks bullish here, needs a little volume and we have lift off.",positive sentiment
SWHC G liking the SWHC PM but volume still very low but nice at 9.59,positive sentiment
DDD up 3% premarket... I wonder who just bought those shares off me at 37.50....,positive sentiment
AM from watch list gapped open has volume of 4% average full day,positive sentiment
"NFX over 186, looking for a move to 190",positive sentiment
AMZN alert update: It went hard against us but is playing out now. I would consider adding on or getting in here.,negative sentiment
WEN Nice eady to sprint to new high CA,positive sentiment
The SPW that we've come to love returns: now up significantly over FS since we covered last summer,positive sentiment
"Nice to see NKD giving the bears/shorts their day in the sun, -0.1%",positive sentiment
ssys if fundamentals matter... headed under 40. income is 10% sales. 40mil net inc. puts this at PE of 60 with stock at 60. doubt it,negative sentiment
INFI from watch list moving up toward 42 line though volume so far is light today,positive sentiment
AMI taking some off here,positive sentiment
AMI taking more off 820,positive sentiment
CBMX happened so fast from 3.80 to 3.98 couldnt get ot out quick enough without missing it now back to 3.73 may do another run watching it,positive sentiment
DDD possible move to 38ish,positive sentiment
DF looks bullish. ong if beats 16.59. Stop loss 16.49.,positive sentiment
long YHOO 21.42. daily setup looks too great to pass up,positive sentiment
AAP most likely has a nice batch of new products to hatch,positive sentiment
EXH from watch list just over line on volume of 13% of average full day,positive sentiment
FFCH from watch list just a bit over lien with volume of 13% of average full day,positive sentiment
JCP Time for user to pound on balance sheet and cash issue,negative sentiment
"ANIK trying to head higher, move to 11.90ish poss",positive sentiment
"Some good, strong follow through early on today on BBY DNDN  Others that are poised (set up) to move:",positive sentiment
"even more breakouts for YHOO , highest levels since 2008. (typed from home office)",positive sentiment
DDD just picked a half position here,positive sentiment
NG NG_F Natural gas weekly supplies lower than at any point last yr. -12.1% below this week last yr.  XCO ECA,positive sentiment
PCN possible short to gap close if it cant hold 685,negative sentiment
"PCN covered more 682.90ish, leaving last piece for gap close 685 stop",negative sentiment
Picked up SPY 151 puts .25 each. Following the ESD and GS as tells here.,negative sentiment
"PCN final tgt 680.30 or so, 684.30 stop",negative sentiment
the ticker has actually stopped on AAP,positive sentiment
JCP Piper out with 16 target I think it's should be 6,negative sentiment
WEN Ho hum new 52 week high CA SPY DIA,positive sentiment
user: there comes NKD with some oomph (technical term),positive sentiment
DNKN starting to move,positive sentiment
MAKO on watch list moving up toward line at 12.54 with volume of 54% of ave full day,positive sentiment
user catching its breath. watching DNKN?,positive sentiment
CMG creeping up on 200 MA and long term down trend.,positive sentiment
SNTS approaching 52wk high,positive sentiment
C perfect follow through day...,positive sentiment
MA - Been struggling with vol. resistance all year. Watching closing for a long position.,positive sentiment
PK new highs,positive sentiment
PK peeling some off here 4.16,positive sentiment
ZB taking some off here,positive sentiment
BAC New High Of Day :),positive sentiment
FCFS easy look at last 4 Q's income data:,positive sentiment
MTG may not be done,positive sentiment
user: Anyone know what options strikes einhorn has AAP? He must be getting crushed news was he is in around 525,positive sentiment
DDD worked with 3d design software today. click on a layered part of object in 3d graphic and 3d printer creates it. Amazing stuff.,positive sentiment
YHOO trying to break HOD,positive sentiment
HD Busted HOD,positive sentiment
AAP no buyers and no sellers less than 1M shares in the last 2 hours,positive sentiment
DN will try long over 3.11,positive sentiment
"long some CSOD, anticipating breakout, and like the space",positive sentiment
"DN MTG GNW Window dressing here, would not be surprised to see a reversal tomorrow. SPY DIA QQQ",negative sentiment
If you're invested in or trading HF or JCP. Step aside & let these two elephants do battle. You'll just be collateral damage.,negative sentiment
Bought some ZNGA 3.47. iking that it broke the 200 SMA yesterday & online gambling legalization,positive sentiment
"AFFX strong, no pos",positive sentiment
"yup user: BAC JPM easoning is nothing more than innuendos, speculation, and well crap. Mayo should be ashamed",positive sentiment
AAP look at this channel hugging 444 for last 2 days outside 1 big pop and drop,positive sentiment
"AAP > Told you yesterday it's not a buy yet. When I say it's a buy, I'll be backing the truck myself.",negative sentiment
"JCP 1x2 ratio spread goes off in May. Buying 30,000 16P for 1.57 and selling 60,000 12P for .45 against lower OI. Opening position",negative sentiment
"JCP think this one rolls over here towards the EOD, this one does have the chance of bankruptcy, cash balances lower, avail. C lines lower",negative sentiment
Bought 1/2 position in SSYS 62.79 going into earnings Monday,positive sentiment
"Somehow this reminds me of TGT, JCP #Ackman at least did not buy call options on JCP, still in big trouble, fund redemptions coming imho",negative sentiment
"#Groupon & #JCPenney taking the hits on the mkt today, down about 24% & 18%. GPN JCP",negative sentiment
G beats. Our take on investing in guns: SWHC,positive sentiment
ISG someone got a margin call on this move...Craziness in the market towards the close SPY DIA QQQ could not break through Mon.'s high,negative sentiment
user: user: AAP 1.5 M trades at close l - lot of sellers broad sell off but if no buyers = bigger drop look isrg,positive sentiment
wow ISG being probed literally lol by regulators,negative sentiment
user: GS a text book trendline break intraday -,negative sentiment
"Having worked for Eric efkofsky myself, I wouldn't count him out. The dude can work magic in tough situations. GPN",positive sentiment
OVTI down 8% in AH,negative sentiment
Seems like a good time to rehash this post about working for Eric efkofsky... GPN,positive sentiment
"GPN Mason getting the boot is probably the best news for that company since it came public, doesn't solve the problems with the biz tho...",negative sentiment
"Elephant hunting ISG, PCN, AMZN, A point and figure review, high risk , define loss w opt",negative sentiment
"China's natural gas drive may cut oil demand by a tenth, euters :  NG NG_F XCO CHK ECA SD COG KWK P SO",positive sentiment
ISG An update to our Feb 20th video review..if it closes below 495 much lower to come soon,negative sentiment
Market Wrap Video + Additions to Watch ist including: AIZ CBMX CDX MAN MDSO NDAQ TWO,positive sentiment
HD there is a nice entry at 67 which I will look out for. Not a stock to short. No position for now.,positive sentiment
user: Building a position in ZNGA. ooking to add on pullbacks. Can't ignore the volume and the story,positive sentiment
AAP Apple showing stong support in this area. However 400 is next critical price.,positive sentiment
user hell yes :) YHOO,positive sentiment
"If I can get a nice 1-2 day move down in SWY, I am gonna go pig wild on it. Traded in and out 3 times already, but big still waiting..",positive sentiment
SCCO double top? 50 SMA turning down.,negative sentiment
"NFX Mar 205C (Mar 8th expiry), TOS shows it firing at the bid (1.50 x 1.53), but sorry folks, BOT!",positive sentiment
"NVDA Nvidia Tegra 4 Benchmarked, Crushes Competition.",positive sentiment
user: GEVO the beginning of a new uptrend:,positive sentiment
Today's game HF for the Icahn team and maybe a little bit of GPN in memory of Andrew !,positive sentiment
TEK sleeping giant one of these day soon booom target 2.5-+,positive sentiment
NFX gets exclusive streaming rights to The Hunger Games,positive sentiment
CES watching for a move over 3.50,positive sentiment
"SD this is the ammo to help fire Tom Ward, was needed imho... unfortunately once again at the shareholders expense. NG SO",positive sentiment
INFI from watch list gapped over line - vol just 5% of ave full day - watching,positive sentiment
CES trying to stay above 3.50 needs followthrough here or the pattern may fail,positive sentiment
AMTD looking for a bounce off the 50sma,positive sentiment
SQNM trying to bounce needs better volume,positive sentiment
"CES took some off, 3.45 stop",positive sentiment
CDX from watch list over line on volume of 15% ave full day,positive sentiment
"GMC really like how this one continues to hold up so well, volume on the up days",positive sentiment
"Nice day for the kicked out of the Nasdaq boys. NFX, BBY, GMC all green.",positive sentiment
AAP breaking support on heavy volume - sharing a few insights VIDEO,negative sentiment
"Notable S in OPEN, but general market heavy",positive sentiment
AAP Breaking important level here.,negative sentiment
CES long 3.50-3.52 target 3.58 -3.60,positive sentiment
"user ooks green to me, plus the 3% i got out of it buying at 35.25 today DDD",positive sentiment
Get the Elephant guns...I'm going hunting for AAP I'm not shooting yet...But I'm close.,positive sentiment
BAC MarketMaket will make lot of from Short Seller Today till March 7 IMO,positive sentiment
NSPH peeled more off 2.19,positive sentiment
KEX made awesome move thru 7.00 to 7.09 made nice score was A IN!! - made nice profit all those shares sold buying back 6.95 and less,positive sentiment
AAP Self-serving tweets re AAP's continuous slide w/TC as CEO. Spending for &D's on hyperdrive & 100+ talented people work w/Jony Ives.,positive sentiment
HHC sold 30m of residential lots in Summerlin in Vegas in 2012.... For Jan/Feb 2013? 31M,positive sentiment
NSPH trying to move into the gap,positive sentiment
AAP user More on the Fed after this. New 1 yr low today for Apple 431.88. Could 310.50 be next?,negative sentiment
"Some math HHC sold 206 condo units in 29 hours in Hawaii in Dec. Avg 1100 sqft, avg 1,500 sqft/condo (1.65M /unit) (own 25% of project)",positive sentiment
Adding short BWS to portfolio. I think next years estimates are too high.,negative sentiment
BAC Big Volume Today = Big Boy Involved = I'm IN too ! ! =,positive sentiment
BAC Today on Weekly OPEX should pin around 11.35-11.50 & next week going higher as we approach March 7th StressTest IMO.,positive sentiment
AAP is oversold here,positive sentiment
Equity Alpha: APH looks awesome break of 71.25. Great Jan earnings and good consolidation. Tgt 75,positive sentiment
NKD kisses 170 hello... I am a golden God,positive sentiment
YHOO Bullish Breakout confirmed on Expanding Volume,positive sentiment
"VMC MACD, Slow STO turning up from oversold...EMC buying w/ 89 mil float. J-O bottom.",positive sentiment
NSPH looks like a possible move to 2.35 ... no pos here,positive sentiment
user you so funny AAP bulls,negative sentiment
YEP nice...may go along w/ OPEN.,positive sentiment
On way up: I love AAP! I love AAP! I love AAP! I On way down: I HATE Apple! I HATE Apple! I HATE Apple! #TradingWithoutAPlan,negative sentiment
YHOO is probably done for a couple months ... sideways to down is just reality from here.,negative sentiment
GMC is breaking out. Bullish MACD crossover.,positive sentiment
AAP New 1 yr low today for Apple 431.28. Could 310.50 be next?,negative sentiment
What is JCP real estate worth if no-one is buying big box space in today's market?,negative sentiment
"Come fly with me, let?s fly, let?s fly away ! al",positive sentiment
VS Swing Trade Quick Pick: as Vegas Sands (VS) |,negative sentiment
AAP loading up on Jan 2015's 440 strikes 62. 7 options for the price of 100 shares where will it be in 2015?,positive sentiment
QCOM vs QQQ = elative strength,positive sentiment
AFFY GMX GOOG NVA THD MACK 5 Stocks Poised for Breakouts - My story via user,positive sentiment
"ooking to short on GDX production company, was looking at H SA IAG... Anyone have a short thesis on a name? Wld greatly appreciate it",negative sentiment
nwinding of the Worlds Most Widely Held Position is never pretty. STDY this AAP move and identify the next Hedge Fund Hotel.,negative sentiment
"user: user H and IAG are on my shorts list. SA I dont know about>> TY! was looking at Cash flow for H, burning abt 30mm/Q",negative sentiment
VXY Another ong BPOP Snort... 9s next week on VXY to new AT highs in indices,positive sentiment
"AAP Smile of Friday EOD : The ast 6 Times Tim Cook Has Talked, Apple's Stock Has Dropped",negative sentiment
AAP we close below 435 today.... thats no good (great for bears),negative sentiment
I wonder if AFFY might go bankrupt. Or change their management. I mean 85% drop in the stock price and now a lawsuit.,negative sentiment
AAP Bearish MACD Crossover,negative sentiment
AAP bad news keeps coming. They say when it rains it pours. Puts paying dividends. 420 damnit,negative sentiment
Holding AAP Mar 8 420 puts into the weekend. Every intraday rally got sold into. ooks like poop.,negative sentiment
"Gap filled, doubt it holds AAP NDX COMPQ SPX #Toaster #Apple",negative sentiment
AAP holding all of my current positions over the weekend,negative sentiment
#Ackman you should be really going after PI. Classic example of MM firm. worked for them a year or so. Momo is in favor. #yourWelcome,negative sentiment
VS weekly. Sorry suckers. bearish bat under resistance.,negative sentiment
"Some profit taking today, but Mar 12.5C OI is pointing higher for GDP. 26M float, 24% short, love it over 13.85",positive sentiment
user: GEVO Thanks for sharing !! Great article !!,positive sentiment
Whisper expectations for SWHC,positive sentiment
"Isn't AAP getting unjustly punished for having too much cash, good problem to have, no? I still love my Iphone! happily trapped in ecosys!",positive sentiment
"AAP Capitalizing on the bigger picture moves, with the higher time frame weekly MACD",negative sentiment
PPG - Seems like a pretty low risk/reward short opp. Stop above volume resistance.1st tgt gap fill,negative sentiment
It's not the first time that AFFY has problems with their drugs.,negative sentiment
AMZN short idea,negative sentiment
CAT short idea,negative sentiment
CME long idea,positive sentiment
CSOD long idea,positive sentiment
WYNN short idea,negative sentiment
SM breaking upper channel resistance line to make fresh 52 week highs on high volume. ooking for continuation.,positive sentiment
DECK Bullish Breakout on Expanding Volume.A move towards 48 can be expected as long as 45.2 holds,positive sentiment
MYGN sell stop under Friday's low or limit to short near 26,negative sentiment
eview Of Open Positions - Stocks - AEE AN ASGN GMC GOOG HTZ NKD PO SWI V,positive sentiment
"Stalking. ising channel on FI. If a pullback happens to 25.8, must be bought with a 25.45 stop",positive sentiment
Stalking. XX watching for a break of 8.23,positive sentiment
BSX Weekly: 10 & 200 meeting,positive sentiment
"SPY,IYT, FDX, PS A closer examination of transports and market best to have seen 2 prev vid",negative sentiment
"EV anything financial, over 41.20",positive sentiment
"OVI volume returns again, buy once it gets through top of that downtrend line",positive sentiment
Tough loss...but MSG still looks good #knicks,positive sentiment
BAC daily triple bottom? ;) Bullish unless loses support (then short it),positive sentiment
BAC 60 in bullish harmonics,positive sentiment
BAC 60 min bullish harmonic w/Fibs,positive sentiment
user: user I went long on MSFT for this week. I'm still bearish on MSFT but we're in bull market. I'll close out this week,negative sentiment
H great risk vs reward with stop under Fib 2 at 4.50,positive sentiment
"ong Nike NKE, ange esources C, h/t Nike user",positive sentiment
"53 Short Ideas, led by miners, FCX NEM IAG CF PAAS, BID, & AAP eyeing 400. Many extended, but trade able.",negative sentiment
Chromebooks...the future... goog aapl,positive sentiment
SHD When was the last time you saw Kmart and Sears full of people?,negative sentiment
KO #AXP WFC IBM - Warren Buffett launches into another giant hunting,positive sentiment
"Automatic cuts starts today, european crisis goes worse and worst but SSYS DDD XONE are going to pop! Anti austerity hype stocks!",positive sentiment
"BYD horrible quarter, pretty much declines across the board. Borgata was expected, but other locations saw declining revs & EBITDA",negative sentiment
user: AAP down .6% premarket . Anyone know where the bottom is ZEO? if it does not stop before that I 'm buying it !,positive sentiment
opening momentum watchlist: KEX CHTP THD DCTH ZIOP ZNGA HES VMW XONE ACAD SPT,positive sentiment
AAP hmm. I'm not saying a word. Fan boys/girls keep your hate to yourself.,negative sentiment
"Get divi approval from Fed (likely), it takes off user: Post from last night on Bank of America BAC -",positive sentiment
"PPO: 2) GM estimates 20% Y/Y unit growth for volt (36K). great headline, but PPO built capacity for 60K+. this is bad for margins. (2/4)",negative sentiment
"PPO: actual #s for volt & leaf tell a different story than mgmt's. 3) feb leaf sales down M/M again, now to 500 units. (3/4)",negative sentiment
DCTH strong start,positive sentiment
TA swing from Friday :) and watchlist,positive sentiment
user: GOOG gonna take out 2x AAP shortly now all it has to do i split the stock 10X for an accurate penis measurement,positive sentiment
Today's Watchlist for SHOT Stocks: MTG; ITMN; ANAC; OWW; DMND,negative sentiment
CSOD Blue Sky Breakout today:,positive sentiment
user: AAP please tell me how I could explain my wife I lose 51K on the best cie in the world Tx ~share when you figure it out,positive sentiment
"NKD I am a golden God, do not fight me",positive sentiment
GOOG 1000 PT coming soon!,positive sentiment
STEM starting its climb back up,positive sentiment
ISIS another leg higher,positive sentiment
"Watch PCYC , looks higher",positive sentiment
"PO continues to recover well, but really needs some volume on the upside to sustain it",positive sentiment
HN over 18 again doing above avg volume,positive sentiment
"DCTH better volume now, 1st tgt 1.75",positive sentiment
"AAP has 939M shares, GOOG has 329M shares MSFT has 8.38B shares so close to = share price puts Goog around 285, AAP 425, MSFT 271",positive sentiment
"SZYM like the start, needs a move over 8.90 on vol",positive sentiment
"GDX 3 yr low here, think this move is forecasting the long-term top on gold (GD) H IAG getting hit hard today #bubblebursting",negative sentiment
AAP trading 263/ share plus CASH,positive sentiment
ODP buy 4.15 -4.17,positive sentiment
AAP another leg down to 422ish,negative sentiment
DK from watch list just over lien with volume of 27% of full day average,positive sentiment
CSOD DVA not letting up on the gas this morning,positive sentiment
Bull of the Day: ed obin Gourmet Burgers (GB) GB MCD WEN,positive sentiment
CSOD #beastmode,positive sentiment
BYD gearing up for another leg higher,positive sentiment
Hi all! Catch me on user today at 2:45 p ET breaking down JCP and an update on Terry vs. Martha M MSO APP JCP TGT,negative sentiment
Z Zillow from watch list over line as a continuation with volume of 40% of average full day,positive sentiment
AAP 422 nxt tgt,negative sentiment
AAP closed 1/2 of my positions and riding other half,negative sentiment
user: Fund mgrs are the sellers right now. Have to clear AAP. In downtrend early seller gets worm. ~should have started in OCT!,positive sentiment
Best behaved in today's market action? PFE,positive sentiment
AAP Just pulled the trigger on Jan 2015 430 65 sold thursday 430's for 4.5! in the ONG game now,positive sentiment
PFE is the street asleep? I want some commentary on this move!,positive sentiment
AMZN GOOG and CM move higher as the NQ_F turns green,positive sentiment
"AAP dips below 400B, Buffett tells Cook to ignore cash complaints, buy back stock AAP",positive sentiment
BYD possible bounce zone,positive sentiment
Equity Alpha: ike IBM on break of trendline resistance at 203.50 Should retest earnings high 207,positive sentiment
Equity Alpha: Watch for PEP to start to take off over 76. ooking for 79.50 in couple weeks.,positive sentiment
"user: AAP GOOG etail - dont get stuck holding google bag like you did aapl, google a sucker high here 1/10 the vol= fast fall",negative sentiment
FFIV looking for a quick move to support at 86 especially if SPY lead the way down,negative sentiment
".user, Cook is fine for AAP. People were skeptical about Chambers at CSCO, too. Markets are not always prescient.",positive sentiment
user: tour de AAP gap fill ast gap of hope filled,negative sentiment
user: AAP 15min. one green 15M candle all day and it was the lowest vol of the day,negative sentiment
user: AAP Apple will call the bottom with a big buy followed by announcements. you are pretending there are adults in charge AAP,positive sentiment
"Green Daily Triangle on MH,....Scaling Down",negative sentiment
"BYD starting to work, 6.88 stop",positive sentiment
user: SPY HG_F C_F FCX These breakdowns suggesting a SOFTE global economy? Pull SPX with it?,negative sentiment
"BYD taking some off here, 6.90 stop",positive sentiment
"PCN looking for a move to 710-711, has to hold 705",positive sentiment
"ISIS, peeling some off here 16.19",positive sentiment
"For those not following MBI, a conservative Fair value in 18 ...25 is realistic ...when they settle w/BAC (soon) it'll get there FAST",positive sentiment
AXN taking half off here,positive sentiment
user: AAP I am sure we all have our equivalent Mercedes size loss somewhere in our career i'm down 1 or 2 till it comes back!,positive sentiment
THD finally,positive sentiment
"BBY I'm in some 18 calls, short squeeze is starting...",positive sentiment
ISIS looking for 16.30-35 next tgt,positive sentiment
"VX all time high, and on good volume, just what you want to see for a sustained move",positive sentiment
AAP long 423 and under buying,positive sentiment
"This is AAP's 9th consecutive day under the 2003 trendline. When a multi-year trend breaks, be short or be long gone.",negative sentiment
ssys statement of cash flow still a secret. no mention of operational cash on CC. no analyst asked about Cash flow either in Q&A. oh well,negative sentiment
DCTH finally ... taking more off 1.79,positive sentiment
SWFT watching for a move over 13.95,positive sentiment
"like the look of MCHP here, giving us a nice entry, probably write something overnight",positive sentiment
"HES broke intraday bollinger band top, now c&h & holding above resistance- watch for intraday b/o",positive sentiment
Take a look at how IDCC behave when it breaks above or have a Bullish MACD crossover.,positive sentiment
user:400 delta between AAP and GOOG today is possible As soon as GOOG does a 1:3 split will it be comparable + > 1/10 vol?,positive sentiment
"ed Weekly Triangle on JB,....Scaling p",positive sentiment
WFC BAC C Your dark horses for the week. Will come from behind to to take a lead. CA,positive sentiment
user: AAP traders are attracted to round numbers like 400. sure but this stock is traded 75% by computers,positive sentiment
"user: AAP, simplest answer is the right one (Occam razor). why apple keep going to south? no buyers until turn around of some sort",positive sentiment
just bought AAP cheaper than it has been in years..+ a 2.65% div!,positive sentiment
Massive sell off AAP. GEAT,negative sentiment
AMZN flagging today. Might buy before the close and hold overnight if it closes above 273.,positive sentiment
"user: AAP After google hit bottom a few yrs back, it rallied for a year. What's your time frame? 10 X 420 Jan 2015 !",positive sentiment
MS Morgan Stanley Option Bull bets 1.6 Million on an up move by July,positive sentiment
"user: GOOG almost 2x AAP now, gonna hit it tomorrow, prob 824/412. please check your facts AAP is 2.85x more than GOOG +10X vol",positive sentiment
BAC Solid Buying on EOD !!!!,positive sentiment
GEO took profits here +18.6%,positive sentiment
HD breaking and holding above 70 for new all-time highs,positive sentiment
M breaking out on heavy volume and bounced off nicely at Fri's close,positive sentiment
380 AAP could do a leveraged buy out of itself with cash on hand and low 8 earnings finance.. if there was a bank big enough,positive sentiment
user: AAP I sure hope their P dept monitors this sentiment after IPO company don't care and APP never did,positive sentiment
